what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342854896068
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1342854897014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342854898192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342854918852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342854923018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342854928129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342854959190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342854961714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342854965658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342854972896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342855013904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855016514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855023147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855027883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855032513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342855082867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342855087998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342855096479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342855113938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342855116568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342855156196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855158351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855170743
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342855182964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855195563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855200086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855212780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855507701
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1342855546738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855576178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342855576279
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342855581242
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1342855585428
