what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343170642908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343170644762
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343170644792
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343170646892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343170703362
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1343170705958
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1343170707992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343170709485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343170712319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343170718754
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343170719689
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343170760290
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1343170764780
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1343170802603
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1343171007202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171036093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171036175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343171041525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343171049401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343171054172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1343171058372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343171060204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343171061114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171077709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171077849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171081365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171081448
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343171165795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343171177227
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343171207952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171245153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171249126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343171269580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171311648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343171386288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343171391612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343171396985
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343171401539
