what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757312919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757315520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757322572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757330997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757340285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757342079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757343652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757345635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757363316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757363399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757365596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757365701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757406409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757406476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757420937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757425880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757426578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757427979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757439582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757442910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757446415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757447616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757448761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757449965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757451648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757452763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757454150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757455380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338757456564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757460783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757462693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757464896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757464964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757466968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757467076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757468785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757468876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757470825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757470923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757473032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757473124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338757519314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757562625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338758468866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338758625671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338758631440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338758676005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759130271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759208793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759221755
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1338759295999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759297293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759299537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759300476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338759316449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338759330612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759654564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759658410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759685107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759685656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759687059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759691473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759691593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759698703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759699448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759700465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759702406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338759703025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338759755981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338759756647
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338759759724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338759760298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759786376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759788118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759793258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759794498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338759801134
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338759818901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759822379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759823305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759848678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759849695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759855481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759857454
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338759921128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759921999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759926354
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338759958885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759959941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759961564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759966327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759968174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759973540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759974951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338759976221
