what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343404307850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343404310937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343404317640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343404340099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343404359258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343404359473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343404362909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343406703757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343406717001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343408107800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343408110187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343410619978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343410622323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343413200896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343413203244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343415106751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343415109097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343415672611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343415673635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343416668186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422594830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343422620680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343422628879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422715941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422725750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1343422744344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422746597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422754115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422762328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422804528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422810514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422818545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422825145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422827636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422832498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422835140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422837268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422840404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422858174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422865692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422869549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422877817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422880580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422884351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422889339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343422894168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343422897086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343423053756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343423066657
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1343423068057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343423070699
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1343423076226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343423077440
