what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786406953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786637285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338786718356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786722999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786740474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338786745673
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338786747241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338786748804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338786750611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338786761727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338786763700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338786772442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786773404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786803746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338786810428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786811748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786815419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338786816853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786817357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786836423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338786837839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338786838504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338786839106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786839747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786879573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786882787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338786896562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338787756247
