what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343764233986
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343764240163
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1343764277450
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1343764277481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343764283641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764289948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764290055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343764290995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343764301134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343764324457
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1343764327947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343764348143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343764350952
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1343764358288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764362121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764366355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764369387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764382691
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343764382722
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1343764386898
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343764386993
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343764387075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1343764389165
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343764390622
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343764390861
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343764390931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1343764391519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764398638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764407870
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1343764407977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343764409101
